id,process_id,offspring_size,genotype_table,fitness_table,ea_optimizer_id,generation_index,individual_index,individual_id,ea_optimizer_id_1,individual_id_1,genotype_id,fitness_id,id_1,value
1,0,100,genotype,float,1,0,48,48,1,48,49,49,49,0.19310831355937894
1,0,100,genotype,float,1,0,49,49,1,49,50,50,50,0.005473423711185039
1,0,100,genotype,float,1,0,50,50,1,50,51,51,51,0.046688441456335474
1,0,100,genotype,float,1,0,51,51,1,51,52,52,52,0.057901954730123224
1,0,100,genotype,float,1,0,52,52,1,52,53,53,53,0.032384943942534994
1,0,100,genotype,float,1,0,53,53,1,53,54,54,54,0.0847941283877579
1,0,100,genotype,float,1,0,54,54,1,54,55,55,55,0.041232923365868326
1,0,100,genotype,float,1,0,55,55,1,55,56,56,56,0.41370436887114204
1,0,100,genotype,float,1,0,56,56,1,56,57,57,57,0.11458602773747484
1,0,100,genotype,float,1,0,57,57,1,57,58,58,58,0.02720907052682555
1,0,100,genotype,float,1,0,58,58,1,58,59,59,59,0.02432207787584536
1,0,100,genotype,float,1,0,59,59,1,59,60,60,60,0.06304692761866774
1,0,100,genotype,float,1,0,60,60,1,60,61,61,61,0.06898560021975282
1,0,100,genotype,float,1,0,61,61,1,61,62,62,62,0.0651912184183121
1,0,100,genotype,float,1,0,62,62,1,62,63,63,63,0.07697705145914994
1,0,100,genotype,float,1,0,63,63,1,63,64,64,64,0.01272487431320108
1,0,100,genotype,float,1,0,64,64,1,64,65,65,65,0.06691490594436496
1,0,100,genotype,float,1,0,65,65,1,65,66,66,66,0.24488590048376085
1,0,100,genotype,float,1,0,66,66,1,66,67,67,67,0.03675315186055838
1,0,100,genotype,float,1,0,67,67,1,67,68,68,68,0.07784264671920092
1,0,100,genotype,float,1,0,68,68,1,68,69,69,69,0.09745121478871088
1,0,100,genotype,float,1,0,69,69,1,69,70,70,70,0.1679612423901817
1,0,100,genotype,float,1,0,70,70,1,70,71,71,71,0.05746453403047858
1,0,100,genotype,float,1,0,71,71,1,71,72,72,72,0.034689276837890304
1,0,100,genotype,float,1,0,72,72,1,72,73,73,73,0.18101860921991386
1,0,100,genotype,float,1,0,73,73,1,73,74,74,74,0.061841017718818114
1,0,100,genotype,float,1,0,74,74,1,74,75,75,75,0.3822313236759943
1,0,100,genotype,float,1,0,75,75,1,75,76,76,76,0.06961847876966325
1,0,100,genotype,float,1,0,76,76,1,76,77,77,77,0.034778047848454785
1,0,100,genotype,float,1,0,77,77,1,77,78,78,78,0.04449658183788777
1,0,100,genotype,float,1,0,78,78,1,78,79,79,79,0.1271784729322159
1,0,100,genotype,float,1,0,79,79,1,79,80,80,80,0.05956962406542835
1,0,100,genotype,float,1,0,80,80,1,80,81,81,81,0.038499656956237395
1,0,100,genotype,float,1,0,81,81,1,81,82,82,82,0.17235544263118588
1,0,100,genotype,float,1,0,82,82,1,82,83,83,83,0.17237060970489573
1,0,100,genotype,float,1,0,83,83,1,83,84,84,84,0.09141027276749955
1,0,100,genotype,float,1,0,84,84,1,84,85,85,85,0.007794277095264589
1,0,100,genotype,float,1,0,85,85,1,85,86,86,86,0.23680007885735993
1,0,100,genotype,float,1,0,86,86,1,86,87,87,87,0.03879144840192167
1,0,100,genotype,float,1,0,87,87,1,87,88,88,88,0.06313869362183777
1,0,100,genotype,float,1,0,88,88,1,88,89,89,89,0.03466583010505847
1,0,100,genotype,float,1,0,89,89,1,89,90,90,90,0.0914412801803416
1,0,100,genotype,float,1,0,90,90,1,90,91,91,91,0.14944286741840862
1,0,100,genotype,float,1,0,91,91,1,91,92,92,92,0.1956989360623454
1,0,100,genotype,float,1,0,92,92,1,92,93,93,93,0.03524006832827832
1,0,100,genotype,float,1,0,93,93,1,93,94,94,94,0.13445514537137812
1,0,100,genotype,float,1,0,94,94,1,94,95,95,95,0.0793116247888991
1,0,100,genotype,float,1,0,95,95,1,95,96,96,96,0.03879129901702141
1,0,100,genotype,float,1,0,96,96,1,96,97,97,97,0.022453561717445586
1,0,100,genotype,float,1,0,97,97,1,97,98,98,98,0.02436602427976837
1,0,100,genotype,float,1,0,98,98,1,98,99,99,99,0.04744304082527288
1,0,100,genotype,float,1,0,99,99,1,99,100,100,100,0.09839571558756655
1,0,100,genotype,float,1,1,0,81,1,81,82,82,82,0.17235544263118588
1,0,100,genotype,float,1,1,1,13,1,13,14,14,14,0.23685966199743633
1,0,100,genotype,float,1,1,2,2,1,2,3,3,3,0.08883377223546522
1,0,100,genotype,float,1,1,3,42,1,42,43,43,43,0.3814221364813252
1,0,100,genotype,float,1,1,4,8,1,8,9,9,9,0.09703293691969078
1,0,100,genotype,float,1,1,5,27,1,27,28,28,28,0.1916752132885688
1,0,100,genotype,float,1,1,6,25,1,25,26,26,26,0.03237193278950496
1,0,100,genotype,float,1,1,7,48,1,48,49,49,49,0.19310831355937894
1,0,100,genotype,float,1,1,8,70,1,70,71,71,71,0.05746453403047858
1,0,100,genotype,float,1,1,9,40,1,40,41,41,41,0.013884904342895351
1,0,100,genotype,float,1,1,10,11,1,11,12,12,12,0.19698974927116103
1,0,100,genotype,float,1,1,11,33,1,33,34,34,34,0.11629335835797147
1,0,100,genotype,float,1,1,12,35,1,35,36,36,36,0.05447907999030153
1,0,100,genotype,float,1,1,13,32,1,32,33,33,33,0.04109402945222304
1,0,100,genotype,float,1,1,14,90,1,90,91,91,91,0.14944286741840862
1,0,100,genotype,float,1,1,15,22,1,22,23,23,23,0.08411002464970425
1,0,100,genotype,float,1,1,16,74,1,74,75,75,75,0.3822313236759943
1,0,100,genotype,float,1,1,17,65,1,65,66,66,66,0.24488590048376085
1,0,100,genotype,float,1,1,18,18,1,18,19,19,19,0.2262392920223758
1,0,100,genotype,float,1,1,19,1,1,1,2,2,2,0.08634828966664684
1,0,100,genotype,float,1,1,20,31,1,31,32,32,32,0.018373812855152737
1,0,100,genotype,float,1,1,21,29,1,29,30,30,30,0.045916609279576935
1,0,100,genotype,float,1,1,22,75,1,75,76,76,76,0.06961847876966325
1,0,100,genotype,float,1,1,23,23,1,23,24,24,24,0.060505632736055755
1,0,100,genotype,float,1,1,24,9,1,9,10,10,10,0.4179803260253155
1,0,100,genotype,float,1,1,25,51,1,51,52,52,52,0.057901954730123224
1,0,100,genotype,float,1,1,26,61,1,61,62,62,62,0.0651912184183121
1,0,100,genotype,float,1,1,27,53,1,53,54,54,54,0.0847941283877579
1,0,100,genotype,float,1,1,28,46,1,46,47,47,47,0.10579036938545991
1,0,100,genotype,float,1,1,29,3,1,3,4,4,4,0.10704541011064306
1,0,100,genotype,float,1,1,30,38,1,38,39,39,39,0.12985084849697465
1,0,100,genotype,float,1,1,31,55,1,55,56,56,56,0.41370436887114204
1,0,100,genotype,float,1,1,32,20,1,20,21,21,21,0.07733663624029191
1,0,100,genotype,float,1,1,33,43,1,43,44,44,44,0.1470925437868441
1,0,100,genotype,float,1,1,34,64,1,64,65,65,65,0.06691490594436496
1,0,100,genotype,float,1,1,35,72,1,72,73,73,73,0.18101860921991386
1,0,100,genotype,float,1,1,36,10,1,10,11,11,11,0.0647026981618182
1,0,100,genotype,float,1,1,37,93,1,93,94,94,94,0.13445514537137812
1,0,100,genotype,float,1,1,38,0,1,0,1,1,1,0.11422549592713285
1,0,100,genotype,float,1,1,39,69,1,69,70,70,70,0.1679612423901817
1,0,100,genotype,float,1,1,40,91,1,91,92,92,92,0.1956989360623454
1,0,100,genotype,float,1,1,41,85,1,85,86,86,86,0.23680007885735993
1,0,100,genotype,float,1,1,42,83,1,83,84,84,84,0.09141027276749955
1,0,100,genotype,float,1,1,43,24,1,24,25,25,25,0.05120309880609806
1,0,100,genotype,float,1,1,44,87,1,87,88,88,88,0.06313869362183777
1,0,100,genotype,float,1,1,45,49,1,49,50,50,50,0.005473423711185039
1,0,100,genotype,float,1,1,46,28,1,28,29,29,29,0.2714633106814866
1,0,100,genotype,float,1,1,47,100,1,100,101,101,101,0.23715467828872716
1,0,100,genotype,float,1,1,48,101,1,101,102,102,102,0.26465557769674086
1,0,100,genotype,float,1,1,49,102,1,102,103,103,103,0.20857144343605677
1,0,100,genotype,float,1,1,50,103,1,103,104,104,104,0.19183868766601572
1,0,100,genotype,float,1,1,51,104,1,104,105,105,105,0.3839670385129339
1,0,100,genotype,float,1,1,52,105,1,105,106,106,106,0.17862706819348462
1,0,100,genotype,float,1,1,53,106,1,106,107,107,107,0.05480722070951636
1,0,100,genotype,float,1,1,54,107,1,107,108,108,108,0.1917631921321121
1,0,100,genotype,float,1,1,55,108,1,108,109,109,109,0.02588821778846414
1,0,100,genotype,float,1,1,56,109,1,109,110,110,110,0.172764128472765
1,0,100,genotype,float,1,1,57,110,1,110,111,111,111,0.2179880915049674
1,0,100,genotype,float,1,1,58,111,1,111,112,112,112,0.11694533212079924
1,0,100,genotype,float,1,1,59,112,1,112,113,113,113,0.18230373302160602
1,0,100,genotype,float,1,1,60,113,1,113,114,114,114,0.1740413207002686
1,0,100,genotype,float,1,1,61,114,1,114,115,115,115,0.15824426012118967
1,0,100,genotype,float,1,1,62,115,1,115,116,116,116,0.041672012981693235
1,0,100,genotype,float,1,1,63,116,1,116,117,117,117,0.08294941592512378
1,0,100,genotype,float,1,1,64,117,1,117,118,118,118,0.032028117687786024
1,0,100,genotype,float,1,1,65,118,1,118,119,119,119,0.011825816447211673
1,0,100,genotype,float,1,1,66,119,1,119,120,120,120,0.04156205686996769
1,0,100,genotype,float,1,1,67,120,1,120,121,121,121,0.03802619654505411
1,0,100,genotype,float,1,1,68,121,1,121,122,122,122,0.13113833835517555
1,0,100,genotype,float,1,1,69,122,1,122,123,123,123,0.25163862888122657
1,0,100,genotype,float,1,1,70,123,1,123,124,124,124,0.28741839931351404
1,0,100,genotype,float,1,1,71,124,1,124,125,125,125,0.06388949129925584
1,0,100,genotype,float,1,1,72,125,1,125,126,126,126,0.05373359781996147
1,0,100,genotype,float,1,1,73,126,1,126,127,127,127,0.2990356238737945
1,0,100,genotype,float,1,1,74,127,1,127,128,128,128,0.05747501381236116
1,0,100,genotype,float,1,1,75,128,1,128,129,129,129,0.10937032657338491
1,0,100,genotype,float,1,1,76,129,1,129,130,130,130,0.35664728605319135
1,0,100,genotype,float,1,1,77,130,1,130,131,131,131,0.13919286348627982
1,0,100,genotype,float,1,1,78,131,1,131,132,132,132,0.15406514162064613
1,0,100,genotype,float,1,1,79,132,1,132,133,133,133,0.0816527412985214
1,0,100,genotype,float,1,1,80,133,1,133,134,134,134,0.030628866135110597
1,0,100,genotype,float,1,1,81,134,1,134,135,135,135,0.17285528659523533
1,0,100,genotype,float,1,1,82,135,1,135,136,136,136,0.21911531298388603
1,0,100,genotype,float,1,1,83,136,1,136,137,137,137,0.17827403640174982
1,0,100,genotype,float,1,1,84,137,1,137,138,138,138,0.29091880020806854
1,0,100,genotype,float,1,1,85,138,1,138,139,139,139,0.02352411248933446
1,0,100,genotype,float,1,1,86,139,1,139,140,140,140,0.06168454859228166
1,0,100,genotype,float,1,1,87,140,1,140,141,141,141,0.0642999827198735
1,0,100,genotype,float,1,1,88,141,1,141,142,142,142,0.06662916788684585
1,0,100,genotype,float,1,1,89,142,1,142,143,143,143,0.14276258331767763
1,0,100,genotype,float,1,1,90,143,1,143,144,144,144,0.22651869204371766
1,0,100,genotype,float,1,1,91,144,1,144,145,145,145,0.06083359536292537
1,0,100,genotype,float,1,1,92,145,1,145,146,146,146,0.18550862025061615
1,0,100,genotype,float,1,1,93,146,1,146,147,147,147,0.19025296764353572
1,0,100,genotype,float,1,1,94,147,1,147,148,148,148,0.034674972150975744
1,0,100,genotype,float,1,1,95,148,1,148,149,149,149,0.0681786618476942
1,0,100,genotype,float,1,1,96,149,1,149,150,150,150,0.10687429702111381
1,0,100,genotype,float,1,1,97,150,1,150,151,151,151,0.09722037762556304
1,0,100,genotype,float,1,1,98,151,1,151,152,152,152,0.08164085094589649
1,0,100,genotype,float,1,1,99,152,1,152,153,153,153,0.27613190249737385
1,0,100,genotype,float,1,2,0,123,1,123,124,124,124,0.28741839931351404
1,0,100,genotype,float,1,2,1,113,1,113,114,114,114,0.1740413207002686
1,0,100,genotype,float,1,2,2,109,1,109,110,110,110,0.172764128472765
1,0,100,genotype,float,1,2,3,55,1,55,56,56,56,0.41370436887114204
1,0,100,genotype,float,1,2,4,48,1,48,49,49,49,0.19310831355937894
1,0,100,genotype,float,1,2,5,140,1,140,141,141,141,0.0642999827198735
1,0,100,genotype,float,1,2,6,42,1,42,43,43,43,0.3814221364813252
1,0,100,genotype,float,1,2,7,105,1,105,106,106,106,0.17862706819348462
1,0,100,genotype,float,1,2,8,101,1,101,102,102,102,0.26465557769674086
1,0,100,genotype,float,1,2,9,104,1,104,105,105,105,0.3839670385129339
1,0,100,genotype,float,1,2,10,46,1,46,47,47,47,0.10579036938545991
1,0,100,genotype,float,1,2,11,83,1,83,84,84,84,0.09141027276749955
1,0,100,genotype,float,1,2,12,74,1,74,75,75,75,0.3822313236759943
1,0,100,genotype,float,1,2,13,112,1,112,113,113,113,0.18230373302160602
1,0,100,genotype,float,1,2,14,38,1,38,39,39,39,0.12985084849697465
1,0,100,genotype,float,1,2,15,137,1,137,138,138,138,0.29091880020806854
1,0,100,genotype,float,1,2,16,150,1,150,151,151,151,0.09722037762556304
1,0,100,genotype,float,1,2,17,9,1,9,10,10,10,0.4179803260253155
1,0,100,genotype,float,1,2,18,151,1,151,152,152,152,0.08164085094589649
1,0,100,genotype,float,1,2,19,93,1,93,94,94,94,0.13445514537137812
1,0,100,genotype,float,1,2,20,134,1,134,135,135,135,0.17285528659523533
1,0,100,genotype,float,1,2,21,146,1,146,147,147,147,0.19025296764353572
1,0,100,genotype,float,1,2,22,65,1,65,66,66,66,0.24488590048376085
1,0,100,genotype,float,1,2,23,0,1,0,1,1,1,0.11422549592713285
1,0,100,genotype,float,1,2,24,119,1,119,120,120,120,0.04156205686996769
1,0,100,genotype,float,1,2,25,100,1,100,101,101,101,0.23715467828872716
1,0,100,genotype,float,1,2,26,110,1,110,111,111,111,0.2179880915049674
1,0,100,genotype,float,1,2,27,129,1,129,130,130,130,0.35664728605319135
1,0,100,genotype,float,1,2,28,18,1,18,19,19,19,0.2262392920223758
1,0,100,genotype,float,1,2,29,149,1,149,150,150,150,0.10687429702111381
1,0,100,genotype,float,1,2,30,28,1,28,29,29,29,0.2714633106814866
1,0,100,genotype,float,1,2,31,111,1,111,112,112,112,0.11694533212079924
1,0,100,genotype,float,1,2,32,121,1,121,122,122,122,0.13113833835517555
1,0,100,genotype,float,1,2,33,135,1,135,136,136,136,0.21911531298388603
1,0,100,genotype,float,1,2,34,2,1,2,3,3,3,0.08883377223546522
1,0,100,genotype,float,1,2,35,1,1,1,2,2,2,0.08634828966664684
1,0,100,genotype,float,1,2,36,90,1,90,91,91,91,0.14944286741840862
1,0,100,genotype,float,1,2,37,81,1,81,82,82,82,0.17235544263118588
1,0,100,genotype,float,1,2,38,128,1,128,129,129,129,0.10937032657338491
1,0,100,genotype,float,1,2,39,75,1,75,76,76,76,0.06961847876966325
1,0,100,genotype,float,1,2,40,69,1,69,70,70,70,0.1679612423901817
1,0,100,genotype,float,1,2,41,114,1,114,115,115,115,0.15824426012118967
1,0,100,genotype,float,1,2,42,61,1,61,62,62,62,0.0651912184183121
1,0,100,genotype,float,1,2,43,126,1,126,127,127,127,0.2990356238737945
1,0,100,genotype,float,1,2,44,8,1,8,9,9,9,0.09703293691969078
1,0,100,genotype,float,1,2,45,122,1,122,123,123,123,0.25163862888122657
1,0,100,genotype,float,1,2,46,130,1,130,131,131,131,0.13919286348627982
1,0,100,genotype,float,1,2,47,13,1,13,14,14,14,0.23685966199743633
1,0,100,genotype,float,1,2,48,145,1,145,146,146,146,0.18550862025061615
1,0,100,genotype,float,1,2,49,132,1,132,133,133,133,0.0816527412985214
1,0,100,genotype,float,1,2,50,43,1,43,44,44,44,0.1470925437868441
1,0,100,genotype,float,1,2,51,64,1,64,65,65,65,0.06691490594436496
1,0,100,genotype,float,1,2,52,141,1,141,142,142,142,0.06662916788684585
1,0,100,genotype,float,1,2,53,53,1,53,54,54,54,0.0847941283877579
1,0,100,genotype,float,1,2,54,85,1,85,86,86,86,0.23680007885735993
1,0,100,genotype,float,1,2,55,153,1,153,154,154,154,0.38312946075704263
1,0,100,genotype,float,1,2,56,154,1,154,155,155,155,0.39686126471603483
1,0,100,genotype,float,1,2,57,155,1,155,156,156,156,0.15290051100946692
1,0,100,genotype,float,1,2,58,156,1,156,157,157,157,0.1955784212705123
1,0,100,genotype,float,1,2,59,157,1,157,158,158,158,0.2323573402535095
1,0,100,genotype,float,1,2,60,158,1,158,159,159,159,0.30779324490262144
1,0,100,genotype,float,1,2,61,159,1,159,160,160,160,0.41841362250520997
1,0,100,genotype,float,1,2,62,160,1,160,161,161,161,0.26482490804058756
1,0,100,genotype,float,1,2,63,161,1,161,162,162,162,0.3551685624911981
1,0,100,genotype,float,1,2,64,162,1,162,163,163,163,0.07463512470101934
1,0,100,genotype,float,1,2,65,163,1,163,164,164,164,0.10795343197434411
1,0,100,genotype,float,1,2,66,164,1,164,165,165,165,0.10323622582596688
1,0,100,genotype,float,1,2,67,165,1,165,166,166,166,0.3213293880893432
1,0,100,genotype,float,1,2,68,166,1,166,167,167,167,0.1304409077970625
1,0,100,genotype,float,1,2,69,167,1,167,168,168,168,0.06695527628293346
1,0,100,genotype,float,1,2,70,168,1,168,169,169,169,0.2100662568669025
1,0,100,genotype,float,1,2,71,169,1,169,170,170,170,0.418729164208842
1,0,100,genotype,float,1,2,72,170,1,170,171,171,171,0.07483182697292848
1,0,100,genotype,float,1,2,73,171,1,171,172,172,172,0.06390489599211097
1,0,100,genotype,float,1,2,74,172,1,172,173,173,173,0.09758762453199421
1,0,100,genotype,float,1,2,75,173,1,173,174,174,174,0.2523057427421987
1,0,100,genotype,float,1,2,76,174,1,174,175,175,175,0.37008104101172234
1,0,100,genotype,float,1,2,77,175,1,175,176,176,176,0.08565861179053215
1,0,100,genotype,float,1,2,78,176,1,176,177,177,177,0.33416669797698556
1,0,100,genotype,float,1,2,79,177,1,177,178,178,178,0.1940546879434339
1,0,100,genotype,float,1,2,80,178,1,178,179,179,179,0.20213497389074847
1,0,100,genotype,float,1,2,81,179,1,179,180,180,180,0.23644557465491056
1,0,100,genotype,float,1,2,82,180,1,180,181,181,181,0.06784227297860239
1,0,100,genotype,float,1,2,83,181,1,181,182,182,182,0.06773485452919585
1,0,100,genotype,float,1,2,84,182,1,182,183,183,183,0.03874015777585637
1,0,100,genotype,float,1,2,85,183,1,183,184,184,184,0.12934918164318238
1,0,100,genotype,float,1,2,86,184,1,184,185,185,185,0.15929765729772452
1,0,100,genotype,float,1,2,87,185,1,185,186,186,186,0.2215680896089872
1,0,100,genotype,float,1,2,88,186,1,186,187,187,187,0.172798072915035
1,0,100,genotype,float,1,2,89,187,1,187,188,188,188,0.05515736585743617
1,0,100,genotype,float,1,2,90,188,1,188,189,189,189,0.0707619920616455
1,0,100,genotype,float,1,2,91,189,1,189,190,190,190,0.112393172735331
1,0,100,genotype,float,1,2,92,190,1,190,191,191,191,0.10324219133929279
1,0,100,genotype,float,1,2,93,191,1,191,192,192,192,0.14418621061506112
1,0,100,genotype,float,1,2,94,192,1,192,193,193,193,0.11579140155219467
1,0,100,genotype,float,1,2,95,193,1,193,194,194,194,0.15864858157986822
1,0,100,genotype,float,1,2,96,194,1,194,195,195,195,0.0843960749712308
1,0,100,genotype,float,1,2,97,195,1,195,196,196,196,0.1386212694297164
1,0,100,genotype,float,1,2,98,196,1,196,197,197,197,0.4874511590830422
1,0,100,genotype,float,1,2,99,197,1,197,198,198,198,0.09747094286506716
1,0,100,genotype,float,1,3,0,154,1,154,155,155,155,0.39686126471603483
1,0,100,genotype,float,1,3,1,165,1,165,166,166,166,0.3213293880893432
1,0,100,genotype,float,1,3,2,145,1,145,146,146,146,0.18550862025061615
1,0,100,genotype,float,1,3,3,176,1,176,177,177,177,0.33416669797698556
1,0,100,genotype,float,1,3,4,160,1,160,161,161,161,0.26482490804058756
1,0,100,genotype,float,1,3,5,195,1,195,196,196,196,0.1386212694297164
1,0,100,genotype,float,1,3,6,158,1,158,159,159,159,0.30779324490262144
1,0,100,genotype,float,1,3,7,104,1,104,105,105,105,0.3839670385129339
1,0,100,genotype,float,1,3,8,179,1,179,180,180,180,0.23644557465491056
1,0,100,genotype,float,1,3,9,194,1,194,195,195,195,0.0843960749712308
1,0,100,genotype,float,1,3,10,126,1,126,127,127,127,0.2990356238737945
1,0,100,genotype,float,1,3,11,122,1,122,123,123,123,0.25163862888122657
1,0,100,genotype,float,1,3,12,109,1,109,110,110,110,0.172764128472765
1,0,100,genotype,float,1,3,13,172,1,172,173,173,173,0.09758762453199421
1,0,100,genotype,float,1,3,14,178,1,178,179,179,179,0.20213497389074847
1,0,100,genotype,float,1,3,15,43,1,43,44,44,44,0.1470925437868441
1,0,100,genotype,float,1,3,16,166,1,166,167,167,167,0.1304409077970625
1,0,100,genotype,float,1,3,17,153,1,153,154,154,154,0.38312946075704263
1,0,100,genotype,float,1,3,18,185,1,185,186,186,186,0.2215680896089872
1,0,100,genotype,float,1,3,19,9,1,9,10,10,10,0.4179803260253155
1,0,100,genotype,float,1,3,20,105,1,105,106,106,106,0.17862706819348462
1,0,100,genotype,float,1,3,21,128,1,128,129,129,129,0.10937032657338491
1,0,100,genotype,float,1,3,22,173,1,173,174,174,174,0.2523057427421987
1,0,100,genotype,float,1,3,23,169,1,169,170,170,170,0.418729164208842
1,0,100,genotype,float,1,3,24,192,1,192,193,193,193,0.11579140155219467
1,0,100,genotype,float,1,3,25,101,1,101,102,102,102,0.26465557769674086
1,0,100,genotype,float,1,3,26,157,1,157,158,158,158,0.2323573402535095
1,0,100,genotype,float,1,3,27,38,1,38,39,39,39,0.12985084849697465
1,0,100,genotype,float,1,3,28,85,1,85,86,86,86,0.23680007885735993
1,0,100,genotype,float,1,3,29,193,1,193,194,194,194,0.15864858157986822
1,0,100,genotype,float,1,3,30,187,1,187,188,188,188,0.05515736585743617
1,0,100,genotype,float,1,3,31,190,1,190,191,191,191,0.10324219133929279
1,0,100,genotype,float,1,3,32,163,1,163,164,164,164,0.10795343197434411
1,0,100,genotype,float,1,3,33,46,1,46,47,47,47,0.10579036938545991
1,0,100,genotype,float,1,3,34,48,1,48,49,49,49,0.19310831355937894
1,0,100,genotype,float,1,3,35,146,1,146,147,147,147,0.19025296764353572
1,0,100,genotype,float,1,3,36,183,1,183,184,184,184,0.12934918164318238
1,0,100,genotype,float,1,3,37,135,1,135,136,136,136,0.21911531298388603
1,0,100,genotype,float,1,3,38,123,1,123,124,124,124,0.28741839931351404
1,0,100,genotype,float,1,3,39,74,1,74,75,75,75,0.3822313236759943
1,0,100,genotype,float,1,3,40,162,1,162,163,163,163,0.07463512470101934
1,0,100,genotype,float,1,3,41,90,1,90,91,91,91,0.14944286741840862
1,0,100,genotype,float,1,3,42,65,1,65,66,66,66,0.24488590048376085
1,0,100,genotype,float,1,3,43,159,1,159,160,160,160,0.41841362250520997
1,0,100,genotype,float,1,3,44,186,1,186,187,187,187,0.172798072915035
1,0,100,genotype,float,1,3,45,42,1,42,43,43,43,0.3814221364813252
1,0,100,genotype,float,1,3,46,69,1,69,70,70,70,0.1679612423901817
1,0,100,genotype,float,1,3,47,177,1,177,178,178,178,0.1940546879434339
1,0,100,genotype,float,1,3,48,2,1,2,3,3,3,0.08883377223546522
1,0,100,genotype,float,1,3,49,184,1,184,185,185,185,0.15929765729772452
1,0,100,genotype,float,1,3,50,113,1,113,114,114,114,0.1740413207002686
1,0,100,genotype,float,1,3,51,132,1,132,133,133,133,0.0816527412985214
1,0,100,genotype,float,1,3,52,175,1,175,176,176,176,0.08565861179053215
1,0,100,genotype,float,1,3,53,93,1,93,94,94,94,0.13445514537137812
