id,process_id,offspring_size,genotype_table,fitness_table,ea_optimizer_id,generation_index,individual_index,individual_id,ea_optimizer_id_1,individual_id_1,genotype_id,fitness_id,id_1,value
1,0,50,genotype,float,1,1,13,27,1,27,28,28,28,0.1916752132885688
1,0,50,genotype,float,1,1,14,82,1,82,83,83,83,0.17237060970489573
1,0,50,genotype,float,1,1,15,53,1,53,54,54,54,0.0847941283877579
1,0,50,genotype,float,1,1,16,87,1,87,88,88,88,0.06313869362183777
1,0,50,genotype,float,1,1,17,91,1,91,92,92,92,0.1956989360623454
1,0,50,genotype,float,1,1,18,55,1,55,56,56,56,0.41370436887114204
1,0,50,genotype,float,1,1,19,41,1,41,42,42,42,0.07812258790859974
1,0,50,genotype,float,1,1,20,47,1,47,48,48,48,0.031054326248122533
1,0,50,genotype,float,1,1,21,99,1,99,100,100,100,0.09839571558756655
1,0,50,genotype,float,1,1,22,11,1,11,12,12,12,0.19698974927116103
1,0,50,genotype,float,1,1,23,26,1,26,27,27,27,0.14077053747196613
1,0,50,genotype,float,1,1,24,0,1,0,1,1,1,0.11422549592713285
1,0,50,genotype,float,1,1,25,46,1,46,47,47,47,0.10579036938545991
1,0,50,genotype,float,1,1,26,7,1,7,8,8,8,0.34274343253375333
1,0,50,genotype,float,1,1,27,23,1,23,24,24,24,0.060505632736055755
1,0,50,genotype,float,1,1,28,20,1,20,21,21,21,0.07733663624029191
1,0,50,genotype,float,1,1,29,59,1,59,60,60,60,0.06304692761866774
1,0,50,genotype,float,1,1,30,14,1,14,15,15,15,0.15657753519418027
1,0,50,genotype,float,1,1,31,32,1,32,33,33,33,0.04109402945222304
1,0,50,genotype,float,1,1,32,48,1,48,49,49,49,0.19310831355937894
1,0,50,genotype,float,1,1,33,28,1,28,29,29,29,0.2714633106814866
1,0,50,genotype,float,1,1,34,33,1,33,34,34,34,0.11629335835797147
1,0,50,genotype,float,1,1,35,52,1,52,53,53,53,0.032384943942534994
1,0,50,genotype,float,1,1,36,88,1,88,89,89,89,0.03466583010505847
1,0,50,genotype,float,1,1,37,61,1,61,62,62,62,0.0651912184183121
1,0,50,genotype,float,1,1,38,86,1,86,87,87,87,0.03879144840192167
1,0,50,genotype,float,1,1,39,56,1,56,57,57,57,0.11458602773747484
1,0,50,genotype,float,1,1,40,70,1,70,71,71,71,0.05746453403047858
1,0,50,genotype,float,1,1,41,24,1,24,25,25,25,0.05120309880609806
1,0,50,genotype,float,1,1,42,68,1,68,69,69,69,0.09745121478871088
1,0,50,genotype,float,1,1,43,54,1,54,55,55,55,0.041232923365868326
1,0,50,genotype,float,1,1,44,10,1,10,11,11,11,0.0647026981618182
1,0,50,genotype,float,1,1,45,96,1,96,97,97,97,0.022453561717445586
1,0,50,genotype,float,1,1,46,75,1,75,76,76,76,0.06961847876966325
1,0,50,genotype,float,1,1,47,3,1,3,4,4,4,0.10704541011064306
1,0,50,genotype,float,1,1,48,85,1,85,86,86,86,0.23680007885735993
1,0,50,genotype,float,1,1,49,90,1,90,91,91,91,0.14944286741840862
1,0,50,genotype,float,1,1,50,89,1,89,90,90,90,0.0914412801803416
1,0,50,genotype,float,1,1,51,42,1,42,43,43,43,0.3814221364813252
1,0,50,genotype,float,1,1,52,34,1,34,35,35,35,0.17552269268574083
1,0,50,genotype,float,1,1,53,94,1,94,95,95,95,0.0793116247888991
1,0,50,genotype,float,1,1,54,9,1,9,10,10,10,0.4179803260253155
1,0,50,genotype,float,1,1,55,69,1,69,70,70,70,0.1679612423901817
1,0,50,genotype,float,1,1,56,43,1,43,44,44,44,0.1470925437868441
1,0,50,genotype,float,1,1,57,12,1,12,13,13,13,0.17624620591906887
1,0,50,genotype,float,1,1,58,8,1,8,9,9,9,0.09703293691969078
1,0,50,genotype,float,1,1,59,78,1,78,79,79,79,0.1271784729322159
1,0,50,genotype,float,1,1,60,35,1,35,36,36,36,0.05447907999030153
1,0,50,genotype,float,1,1,61,95,1,95,96,96,96,0.03879129901702141
1,0,50,genotype,float,1,1,62,57,1,57,58,58,58,0.02720907052682555
1,0,50,genotype,float,1,1,63,16,1,16,17,17,17,0.09819101437502967
1,0,50,genotype,float,1,1,64,76,1,76,77,77,77,0.034778047848454785
1,0,50,genotype,float,1,1,65,100,1,100,101,101,101,0.10763132073163066
1,0,50,genotype,float,1,1,66,101,1,101,102,102,102,0.16962891844797157
1,0,50,genotype,float,1,1,67,102,1,102,103,103,103,0.060525820239118434
1,0,50,genotype,float,1,1,68,103,1,103,104,104,104,0.2269241256751499
1,0,50,genotype,float,1,1,69,104,1,104,105,105,105,0.19128325630434637
1,0,50,genotype,float,1,1,70,105,1,105,106,106,106,0.16948630405904638
1,0,50,genotype,float,1,1,71,106,1,106,107,107,107,0.1321774262229404
1,0,50,genotype,float,1,1,72,107,1,107,108,108,108,0.16076948124586454
1,0,50,genotype,float,1,1,73,108,1,108,109,109,109,0.3418666419376755
1,0,50,genotype,float,1,1,74,109,1,109,110,110,110,0.17773929070695055
1,0,50,genotype,float,1,1,75,110,1,110,111,111,111,0.2846860865261711
1,0,50,genotype,float,1,1,76,111,1,111,112,112,112,0.14399591756699973
1,0,50,genotype,float,1,1,77,112,1,112,113,113,113,0.19529128676112884
1,0,50,genotype,float,1,1,78,113,1,113,114,114,114,0.05187146626292308
1,0,50,genotype,float,1,1,79,114,1,114,115,115,115,0.05435763184932831
1,0,50,genotype,float,1,1,80,115,1,115,116,116,116,0.03085186530631821
1,0,50,genotype,float,1,1,81,116,1,116,117,117,117,0.2460067334656012
1,0,50,genotype,float,1,1,82,117,1,117,118,118,118,0.14690774015387809
1,0,50,genotype,float,1,1,83,118,1,118,119,119,119,0.15702161896242092
1,0,50,genotype,float,1,1,84,119,1,119,120,120,120,0.08259041355197091
1,0,50,genotype,float,1,1,85,120,1,120,121,121,121,0.15609159396218272
1,0,50,genotype,float,1,1,86,121,1,121,122,122,122,0.08034771140440522
1,0,50,genotype,float,1,1,87,122,1,122,123,123,123,0.1011063746622166
1,0,50,genotype,float,1,1,88,123,1,123,124,124,124,0.10697560648652864
1,0,50,genotype,float,1,1,89,124,1,124,125,125,125,0.06479691938280882
1,0,50,genotype,float,1,1,90,125,1,125,126,126,126,0.1243636452670554
1,0,50,genotype,float,1,1,91,126,1,126,127,127,127,0.14502537284380035
1,0,50,genotype,float,1,1,92,127,1,127,128,128,128,0.17538824418656887
1,0,50,genotype,float,1,1,93,128,1,128,129,129,129,0.16555937935211257
1,0,50,genotype,float,1,1,94,129,1,129,130,130,130,0.08263703608496294
1,0,50,genotype,float,1,1,95,130,1,130,131,131,131,0.10141796522547196
1,0,50,genotype,float,1,1,96,131,1,131,132,132,132,0.10867808992454042
1,0,50,genotype,float,1,1,97,132,1,132,133,133,133,0.06840237564489292
1,0,50,genotype,float,1,1,98,133,1,133,134,134,134,0.05174674019440944
1,0,50,genotype,float,1,1,99,134,1,134,135,135,135,0.01773221159300319
1,0,50,genotype,float,1,2,0,128,1,128,129,129,129,0.16555937935211257
1,0,50,genotype,float,1,2,1,110,1,110,111,111,111,0.2846860865261711
1,0,50,genotype,float,1,2,2,104,1,104,105,105,105,0.19128325630434637
1,0,50,genotype,float,1,2,3,101,1,101,102,102,102,0.16962891844797157
1,0,50,genotype,float,1,2,4,118,1,118,119,119,119,0.15702161896242092
1,0,50,genotype,float,1,2,5,14,1,14,15,15,15,0.15657753519418027
1,0,50,genotype,float,1,2,6,107,1,107,108,108,108,0.16076948124586454
1,0,50,genotype,float,1,2,7,75,1,75,76,76,76,0.06961847876966325
1,0,50,genotype,float,1,2,8,117,1,117,118,118,118,0.14690774015387809
1,0,50,genotype,float,1,2,9,89,1,89,90,90,90,0.0914412801803416
1,0,50,genotype,float,1,2,10,91,1,91,92,92,92,0.1956989360623454
1,0,50,genotype,float,1,2,11,8,1,8,9,9,9,0.09703293691969078
1,0,50,genotype,float,1,2,12,13,1,13,14,14,14,0.23685966199743633
1,0,50,genotype,float,1,2,13,26,1,26,27,27,27,0.14077053747196613
1,0,50,genotype,float,1,2,14,93,1,93,94,94,94,0.13445514537137812
1,0,50,genotype,float,1,2,15,68,1,68,69,69,69,0.09745121478871088
1,0,50,genotype,float,1,2,16,1,1,1,2,2,2,0.08634828966664684
1,0,50,genotype,float,1,2,17,127,1,127,128,128,128,0.17538824418656887
1,0,50,genotype,float,1,2,18,124,1,124,125,125,125,0.06479691938280882
1,0,50,genotype,float,1,2,19,103,1,103,104,104,104,0.2269241256751499
1,0,50,genotype,float,1,2,20,46,1,46,47,47,47,0.10579036938545991
1,0,50,genotype,float,1,2,21,72,1,72,73,73,73,0.18101860921991386
1,0,50,genotype,float,1,2,22,33,1,33,34,34,34,0.11629335835797147
1,0,50,genotype,float,1,2,23,81,1,81,82,82,82,0.17235544263118588
1,0,50,genotype,float,1,2,24,108,1,108,109,109,109,0.3418666419376755
1,0,50,genotype,float,1,2,25,112,1,112,113,113,113,0.19529128676112884
1,0,50,genotype,float,1,2,26,109,1,109,110,110,110,0.17773929070695055
1,0,50,genotype,float,1,2,27,20,1,20,21,21,21,0.07733663624029191
1,0,50,genotype,float,1,2,28,42,1,42,43,43,43,0.3814221364813252
1,0,50,genotype,float,1,2,29,78,1,78,79,79,79,0.1271784729322159
1,0,50,genotype,float,1,2,30,61,1,61,62,62,62,0.0651912184183121
1,0,50,genotype,float,1,2,31,69,1,69,70,70,70,0.1679612423901817
1,0,50,genotype,float,1,2,32,106,1,106,107,107,107,0.1321774262229404
1,0,50,genotype,float,1,2,33,45,1,45,46,46,46,0.09933835873985782
1,0,50,genotype,float,1,2,34,105,1,105,106,106,106,0.16948630405904638
1,0,50,genotype,float,1,2,35,133,1,133,134,134,134,0.05174674019440944
1,0,50,genotype,float,1,2,36,74,1,74,75,75,75,0.3822313236759943
1,0,50,genotype,float,1,2,37,15,1,15,16,16,16,0.09212545619521086
1,0,50,genotype,float,1,2,38,43,1,43,44,44,44,0.1470925437868441
1,0,50,genotype,float,1,2,39,48,1,48,49,49,49,0.19310831355937894
1,0,50,genotype,float,1,2,40,32,1,32,33,33,33,0.04109402945222304
1,0,50,genotype,float,1,2,41,116,1,116,117,117,117,0.2460067334656012
1,0,50,genotype,float,1,2,42,111,1,111,112,112,112,0.14399591756699973
1,0,50,genotype,float,1,2,43,119,1,119,120,120,120,0.08259041355197091
1,0,50,genotype,float,1,2,44,27,1,27,28,28,28,0.1916752132885688
1,0,50,genotype,float,1,2,45,7,1,7,8,8,8,0.34274343253375333
1,0,50,genotype,float,1,2,46,85,1,85,86,86,86,0.23680007885735993
1,0,50,genotype,float,1,2,47,125,1,125,126,126,126,0.1243636452670554
1,0,50,genotype,float,1,2,48,82,1,82,83,83,83,0.17237060970489573
1,0,50,genotype,float,1,2,49,18,1,18,19,19,19,0.2262392920223758
1,0,50,genotype,float,1,2,50,65,1,65,66,66,66,0.24488590048376085
1,0,50,genotype,float,1,2,51,131,1,131,132,132,132,0.10867808992454042
1,0,50,genotype,float,1,2,52,2,1,2,3,3,3,0.08883377223546522
1,0,50,genotype,float,1,2,53,132,1,132,133,133,133,0.06840237564489292
1,0,50,genotype,float,1,2,54,55,1,55,56,56,56,0.41370436887114204
1,0,50,genotype,float,1,2,55,120,1,120,121,121,121,0.15609159396218272
1,0,50,genotype,float,1,2,56,59,1,59,60,60,60,0.06304692761866774
1,0,50,genotype,float,1,2,57,28,1,28,29,29,29,0.2714633106814866
1,0,50,genotype,float,1,2,58,0,1,0,1,1,1,0.11422549592713285
1,0,50,genotype,float,1,2,59,88,1,88,89,89,89,0.03466583010505847
1,0,50,genotype,float,1,2,60,114,1,114,115,115,115,0.05435763184932831
1,0,50,genotype,float,1,2,61,70,1,70,71,71,71,0.05746453403047858
1,0,50,genotype,float,1,2,62,130,1,130,131,131,131,0.10141796522547196
1,0,50,genotype,float,1,2,63,90,1,90,91,91,91,0.14944286741840862
1,0,50,genotype,float,1,2,64,9,1,9,10,10,10,0.4179803260253155
1,0,50,genotype,float,1,2,65,135,1,135,136,136,136,0.14655326807172836
1,0,50,genotype,float,1,2,66,136,1,136,137,137,137,0.10698336254546272
1,0,50,genotype,float,1,2,67,137,1,137,138,138,138,0.15520221408753967
1,0,50,genotype,float,1,2,68,138,1,138,139,139,139,0.20875134699820455
1,0,50,genotype,float,1,2,69,139,1,139,140,140,140,0.10016262206883976
1,0,50,genotype,float,1,2,70,140,1,140,141,141,141,0.12220626488205569
1,0,50,genotype,float,1,2,71,141,1,141,142,142,142,0.11414613737201558
1,0,50,genotype,float,1,2,72,142,1,142,143,143,143,0.1363503301428897
1,0,50,genotype,float,1,2,73,143,1,143,144,144,144,0.17245307658047848
1,0,50,genotype,float,1,2,74,144,1,144,145,145,145,0.09589761329619895
1,0,50,genotype,float,1,2,75,145,1,145,146,146,146,0.23351114166186923
1,0,50,genotype,float,1,2,76,146,1,146,147,147,147,0.11624894036101853
1,0,50,genotype,float,1,2,77,147,1,147,148,148,148,0.03250652566509292
1,0,50,genotype,float,1,2,78,148,1,148,149,149,149,0.17626808915003808
1,0,50,genotype,float,1,2,79,149,1,149,150,150,150,0.08445048914681459
1,0,50,genotype,float,1,2,80,150,1,150,151,151,151,0.3423701447133103
1,0,50,genotype,float,1,2,81,151,1,151,152,152,152,0.11094921049932517
1,0,50,genotype,float,1,2,82,152,1,152,153,153,153,0.2436115894381827
1,0,50,genotype,float,1,2,83,153,1,153,154,154,154,0.24556409061946363
1,0,50,genotype,float,1,2,84,154,1,154,155,155,155,0.22518237214154033
1,0,50,genotype,float,1,2,85,155,1,155,156,156,156,0.24944621162308947
1,0,50,genotype,float,1,2,86,156,1,156,157,157,157,0.09676937930608995
1,0,50,genotype,float,1,2,87,157,1,157,158,158,158,0.12653379380202714
1,0,50,genotype,float,1,2,88,158,1,158,159,159,159,0.08926185175108999
1,0,50,genotype,float,1,2,89,159,1,159,160,160,160,0.06669930015833264
1,0,50,genotype,float,1,2,90,160,1,160,161,161,161,0.09006862792162107
1,0,50,genotype,float,1,2,91,161,1,161,162,162,162,0.12784440683830645
1,0,50,genotype,float,1,2,92,162,1,162,163,163,163,0.0664197097057951
1,0,50,genotype,float,1,2,93,163,1,163,164,164,164,0.03730987006193705
1,0,50,genotype,float,1,2,94,164,1,164,165,165,165,0.25349902276032377
1,0,50,genotype,float,1,2,95,165,1,165,166,166,166,0.11417964430773142
1,0,50,genotype,float,1,2,96,166,1,166,167,167,167,0.12747643197893035
1,0,50,genotype,float,1,2,97,167,1,167,168,168,168,0.06846889923323256
1,0,50,genotype,float,1,2,98,168,1,168,169,169,169,0.07387418785435218
1,0,50,genotype,float,1,2,99,169,1,169,170,170,170,0.12141650171926452
1,0,50,genotype,float,1,3,0,103,1,103,104,104,104,0.2269241256751499
1,0,50,genotype,float,1,3,1,69,1,69,70,70,70,0.1679612423901817
1,0,50,genotype,float,1,3,2,91,1,91,92,92,92,0.1956989360623454
1,0,50,genotype,float,1,3,3,42,1,42,43,43,43,0.3814221364813252
1,0,50,genotype,float,1,3,4,101,1,101,102,102,102,0.16962891844797157
1,0,50,genotype,float,1,3,5,28,1,28,29,29,29,0.2714633106814866
1,0,50,genotype,float,1,3,6,107,1,107,108,108,108,0.16076948124586454
1,0,50,genotype,float,1,3,7,106,1,106,107,107,107,0.1321774262229404
1,0,50,genotype,float,1,3,8,26,1,26,27,27,27,0.14077053747196613
1,0,50,genotype,float,1,3,9,112,1,112,113,113,113,0.19529128676112884
1,0,50,genotype,float,1,3,10,148,1,148,149,149,149,0.17626808915003808
1,0,50,genotype,float,1,3,11,82,1,82,83,83,83,0.17237060970489573
1,0,50,genotype,float,1,3,12,136,1,136,137,137,137,0.10698336254546272
1,0,50,genotype,float,1,3,13,43,1,43,44,44,44,0.1470925437868441
1,0,50,genotype,float,1,3,14,111,1,111,112,112,112,0.14399591756699973
1,0,50,genotype,float,1,3,15,131,1,131,132,132,132,0.10867808992454042
1,0,50,genotype,float,1,3,16,150,1,150,151,151,151,0.3423701447133103
1,0,50,genotype,float,1,3,17,151,1,151,152,152,152,0.11094921049932517
1,0,50,genotype,float,1,3,18,145,1,145,146,146,146,0.23351114166186923
1,0,50,genotype,float,1,3,19,166,1,166,167,167,167,0.12747643197893035
1,0,50,genotype,float,1,3,20,46,1,46,47,47,47,0.10579036938545991
1,0,50,genotype,float,1,3,21,114,1,114,115,115,115,0.05435763184932831
1,0,50,genotype,float,1,3,22,90,1,90,91,91,91,0.14944286741840862
1,0,50,genotype,float,1,3,23,88,1,88,89,89,89,0.03466583010505847
1,0,50,genotype,float,1,3,24,142,1,142,143,143,143,0.1363503301428897
1,0,50,genotype,float,1,3,25,9,1,9,10,10,10,0.4179803260253155
1,0,50,genotype,float,1,3,26,167,1,167,168,168,168,0.06846889923323256
1,0,50,genotype,float,1,3,27,55,1,55,56,56,56,0.41370436887114204
1,0,50,genotype,float,1,3,28,137,1,137,138,138,138,0.15520221408753967
1,0,50,genotype,float,1,3,29,157,1,157,158,158,158,0.12653379380202714
1,0,50,genotype,float,1,3,30,1,1,1,2,2,2,0.08634828966664684
1,0,50,genotype,float,1,3,31,135,1,135,136,136,136,0.14655326807172836
1,0,50,genotype,float,1,3,32,15,1,15,16,16,16,0.09212545619521086
1,0,50,genotype,float,1,3,33,74,1,74,75,75,75,0.3822313236759943
1,0,50,genotype,float,1,3,34,33,1,33,34,34,34,0.11629335835797147
1,0,50,genotype,float,1,3,35,133,1,133,134,134,134,0.05174674019440944
1,0,50,genotype,float,1,3,36,48,1,48,49,49,49,0.19310831355937894
1,0,50,genotype,float,1,3,37,128,1,128,129,129,129,0.16555937935211257
1,0,50,genotype,float,1,3,38,18,1,18,19,19,19,0.2262392920223758
1,0,50,genotype,float,1,3,39,154,1,154,155,155,155,0.22518237214154033
1,0,50,genotype,float,1,3,40,104,1,104,105,105,105,0.19128325630434637
1,0,50,genotype,float,1,3,41,120,1,120,121,121,121,0.15609159396218272
1,0,50,genotype,float,1,3,42,118,1,118,119,119,119,0.15702161896242092
1,0,50,genotype,float,1,3,43,152,1,152,153,153,153,0.2436115894381827
1,0,50,genotype,float,1,3,44,168,1,168,169,169,169,0.07387418785435218
1,0,50,genotype,float,1,3,45,153,1,153,154,154,154,0.24556409061946363
1,0,50,genotype,float,1,3,46,169,1,169,170,170,170,0.12141650171926452
1,0,50,genotype,float,1,3,47,20,1,20,21,21,21,0.07733663624029191
1,0,50,genotype,float,1,3,48,116,1,116,117,117,117,0.2460067334656012
1,0,50,genotype,float,1,3,49,141,1,141,142,142,142,0.11414613737201558
1,0,50,genotype,float,1,3,50,109,1,109,110,110,110,0.17773929070695055
1,0,50,genotype,float,1,3,51,108,1,108,109,109,109,0.3418666419376755
1,0,50,genotype,float,1,3,52,138,1,138,139,139,139,0.20875134699820455
1,0,50,genotype,float,1,3,53,155,1,155,156,156,156,0.24944621162308947
